satisfaction_employee_environnement,note_evaluation_precedente,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,id_employee,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,annees_dans_l_entreprise,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,domaine_etude,frequence_deplacement,annees_depuis_la_derniere_promotion
3,4,1,1,3,474,3,Oui,13%,37,M,5974,Divorcé(e),Consulting,Assistant de Direction,4,7,0,2,2,6,3,Transformation Digitale,Occasionnel,6
4,3,3,2,4,475,3,Oui,12%,30,F,4736,Marié(e),Commercial,Cadre Commercial,7,2,0,1,2,25,2,Entrepreunariat,Aucun,2
3,3,3,2,3,476,3,Non,17%,26,M,5296,Marié(e),Commercial,Cadre Commercial,1,8,0,1,3,1,3,Infra & Cloud,Occasionnel,7
1,2,4,2,3,477,4,Non,23%,42,M,6781,Célibataire,Consulting,Manager,3,1,0,0,6,2,4,Autre,Occasionnel,0
1,2,2,3,3,478,3,Oui,11%,21,F,2174,Célibataire,Commercial,Représentant Commercial,1,3,1,0,3,1,1,Entrepreunariat,Frequent,1
4,3,4,2,3,479,3,Non,15%,36,F,6653,Célibataire,Commercial,Cadre Commercial,4,1,0,0,6,1,5,Transformation Digitale,Aucun,0
1,2,4,1,3,481,3,Non,11%,36,M,9699,Marié(e),Commercial,Cadre Commercial,4,13,0,1,2,3,4,Transformation Digitale,Frequent,1
4,3,3,3,3,482,3,Non,11%,57,M,6755,Marié(e),Consulting,Manager,2,3,0,0,2,1,4,Transformation Digitale,Occasionnel,1
4,4,3,3,3,483,3,Oui,13%,40,F,2213,Marié(e),Consulting,Consultant,3,7,0,1,3,10,4,Infra & Cloud,Occasionnel,1
1,3,4,3,2,484,4,Non,24%,21,M,2610,Célibataire,Commercial,Représentant Commercial,1,3,0,0,3,9,2,Transformation Digitale,Aucun,2
4,3,3,2,3,485,3,Oui,13%,33,F,2851,Célibataire,Commercial,Représentant Commercial,1,1,1,0,2,5,3,Marketing,Occasionnel,0
3,3,1,2,3,486,4,Non,20%,37,F,3452,Marié(e),Consulting,Consultant,6,5,0,1,3,10,3,Transformation Digitale,Occasionnel,0
3,3,3,3,4,487,3,Non,14%,46,F,5258,Marié(e),Consulting,Tech Lead,2,1,0,0,2,7,4,Transformation Digitale,Aucun,0
1,3,2,3,3,488,3,Non,18%,41,M,9355,Célibataire,Commercial,Cadre Commercial,1,8,1,0,5,4,3,Marketing,Frequent,7
4,2,4,4,3,491,3,Non,15%,50,M,10496,Célibataire,Consulting,Manager,6,4,0,0,2,10,3,Entrepreunariat,Occasionnel,1
3,2,3,1,3,492,3,Oui,12%,40,M,6380,Marié(e),Commercial,Cadre Commercial,2,6,1,2,6,22,2,Marketing,Occasionnel,1
3,2,2,4,3,493,3,Oui,16%,31,M,2657,Célibataire,Consulting,Assistant de Direction,0,2,0,0,5,9,4,Infra & Cloud,Occasionnel,2
3,4,2,4,3,494,3,Non,15%,21,F,2716,Célibataire,Commercial,Représentant Commercial,1,1,1,0,0,12,3,Infra & Cloud,Occasionnel,0
4,3,4,4,3,495,3,Non,16%,29,M,2201,Célibataire,Consulting,Assistant de Direction,9,3,0,0,4,23,3,Infra & Cloud,Occasionnel,1
3,2,2,3,3,496,3,Non,19%,35,M,6540,Célibataire,Consulting,Manager,9,1,0,0,5,9,4,Infra & Cloud,Occasionnel,0
4,3,2,2,3,497,3,Non,11%,27,M,3816,Divorcé(e),Consulting,Consultant,1,5,0,1,2,1,2,Transformation Digitale,Occasionnel,0
2,3,4,4,3,498,3,Non,16%,28,M,5253,Célibataire,Commercial,Cadre Commercial,1,7,0,0,1,9,4,Infra & Cloud,Occasionnel,0
2,2,3,3,3,499,4,Non,24%,49,M,10965,Célibataire,Consulting,Manager,8,5,0,0,2,7,3,Autre,Occasionnel,0
3,3,4,3,2,500,3,Non,11%,51,F,4936,Marié(e),Commercial,Cadre Commercial,4,7,0,1,2,14,2,Infra & Cloud,Occasionnel,0
4,3,3,2,3,501,3,Non,13%,36,F,2543,Marié(e),Consulting,Assistant de Direction,4,2,0,1,3,2,3,Infra & Cloud,Occasionnel,2
1,4,4,2,2,502,3,Oui,13%,34,M,5304,Célibataire,Commercial,Cadre Commercial,8,5,1,0,3,19,3,Marketing,Aucun,0
3,3,4,3,3,505,3,Oui,13%,55,F,16659,Célibataire,Consulting,Senior Manager,2,5,0,0,2,2,3,Infra & Cloud,Occasionnel,1
4,3,3,4,4,507,3,Oui,12%,24,F,4260,Divorcé(e),Commercial,Cadre Commercial,1,5,0,1,2,10,4,Marketing,Occasionnel,0
3,3,2,1,3,508,3,Non,18%,30,M,2476,Marié(e),Commercial,Représentant Commercial,1,1,0,1,3,2,1,Entrepreunariat,Occasionnel,0
3,3,1,3,3,510,4,Non,22%,26,M,3102,Célibataire,Consulting,Assistant de Direction,0,6,1,0,2,3,1,Entrepreunariat,Frequent,0
1,3,2,4,3,511,3,Non,13%,22,F,2244,Marié(e),Consulting,Assistant de Direction,1,2,0,1,1,11,3,Transformation Digitale,Occasionnel,1
2,2,3,2,3,513,3,Non,13%,36,M,7596,Marié(e),Commercial,Cadre Commercial,1,10,0,2,2,2,2,Transformation Digitale,Occasionnel,9
3,3,4,3,3,514,4,Oui,23%,30,M,2285,Célibataire,Consulting,Assistant de Direction,9,1,1,0,4,4,3,Entrepreunariat,Frequent,0
4,3,1,3,2,515,3,Non,12%,37,F,3034,Divorcé(e),Consulting,Consultant,1,18,0,1,2,14,3,Infra & Cloud,Occasionnel,12
4,3,2,3,3,516,3,Non,12%,40,F,5715,Divorcé(e),Commercial,Cadre Commercial,7,5,0,2,5,2,2,Marketing,Occasionnel,1
2,3,1,2,3,517,3,Non,16%,42,F,2576,Divorcé(e),Consulting,Consultant,3,5,0,1,5,1,4,Infra & Cloud,Occasionnel,1
3,3,2,4,2,518,3,Oui,12%,37,M,4197,Célibataire,Consulting,Tech Lead,2,1,0,0,2,10,4,Infra & Cloud,Occasionnel,0
1,2,2,3,3,520,3,Non,11%,43,M,14336,Divorcé(e),Consulting,Directeur Technique,1,25,0,1,3,12,3,Infra & Cloud,Occasionnel,3
2,2,3,2,3,521,4,Non,22%,40,F,3448,Marié(e),Consulting,Consultant,6,1,0,1,3,2,3,Transformation Digitale,Occasionnel,0
1,3,1,3,2,522,3,Non,11%,54,M,19406,Marié(e),Consulting,Directeur Technique,4,4,0,1,4,5,2,Transformation Digitale,Occasionnel,1
3,3,3,1,3,523,3,Non,15%,34,F,6538,Marié(e),Commercial,Cadre Commercial,9,3,0,1,3,4,4,Marketing,Aucun,1
2,3,1,2,1,524,3,Non,12%,31,F,4306,Marié(e),Consulting,Tech Lead,1,13,0,1,5,7,2,Transformation Digitale,Occasionnel,3
4,3,4,1,3,525,4,Non,20%,43,M,2258,Marié(e),Consulting,Consultant,7,3,0,1,1,21,3,Transformation Digitale,Frequent,1
3,3,3,4,3,526,3,Oui,14%,43,F,4522,Divorcé(e),Consulting,Manager,4,5,0,0,3,8,4,Autre,Occasionnel,0
2,2,4,2,3,527,3,Oui,11%,25,F,4487,Célibataire,Commercial,Cadre Commercial,1,5,0,0,3,4,2,Infra & Cloud,Occasionnel,1
2,3,3,1,3,529,3,Oui,15%,37,F,4449,Marié(e),Consulting,Assistant de Direction,3,13,0,2,2,25,5,Transformation Digitale,Aucun,10
4,2,1,3,3,530,3,Non,12%,31,M,2218,Marié(e),Consulting,Consultant,1,4,0,1,3,1,2,Infra & Cloud,Occasionnel,3
2,3,3,3,3,531,3,Oui,14%,39,M,19197,Divorcé(e),Consulting,Senior Manager,1,21,0,1,3,1,1,Infra & Cloud,Frequent,1
3,4,1,4,2,532,3,Non,11%,56,F,13212,Marié(e),Commercial,Cadre Commercial,9,7,0,3,0,6,3,Infra & Cloud,Frequent,7
2,3,3,2,3,533,3,Non,11%,30,F,6577,Célibataire,Commercial,Cadre Commercial,0,5,0,0,6,12,3,Entrepreunariat,Occasionnel,4
2,4,1,3,3,534,3,Non,16%,41,M,8392,Marié(e),Commercial,Cadre Commercial,1,10,0,1,2,1,3,Marketing,Occasionnel,0
3,3,1,4,3,536,3,Non,12%,28,M,4558,Divorcé(e),Consulting,Consultant,1,10,0,1,2,17,2,Transformation Digitale,Occasionnel,1
1,3,1,3,3,538,3,Non,13%,25,M,4031,Marié(e),Consulting,Consultant,5,2,1,1,5,3,3,Transformation Digitale,Occasionnel,0
4,2,3,3,3,543,3,Oui,14%,52,M,7969,Marié(e),Consulting,Tech Lead,2,5,0,0,4,3,3,Transformation Digitale,Occasionnel,0
1,3,4,4,2,544,4,Non,21%,45,M,2654,Marié(e),Consulting,Assistant de Direction,3,2,0,2,3,10,2,Infra & Cloud,Occasionnel,0
4,3,4,4,1,546,3,Non,13%,52,F,16555,Marié(e),Consulting,Senior Manager,2,5,0,0,2,4,2,Infra & Cloud,Occasionnel,1
1,3,3,2,3,547,3,Non,11%,42,F,4556,Divorcé(e),Consulting,Assistant de Direction,2,5,0,1,3,29,2,Infra & Cloud,Frequent,0
3,1,4,3,3,548,4,Non,20%,30,F,6091,Célibataire,Consulting,Tech Lead,2,5,0,0,2,2,3,Infra & Cloud,Occasionnel,0
1,3,1,4,1,549,3,Non,11%,60,F,19566,Marié(e),Consulting,Senior Manager,5,29,0,0,5,7,3,Infra & Cloud,Occasionnel,11
3,3,3,3,2,550,3,Non,14%,46,F,4810,Divorcé(e),Consulting,Tech Lead,2,10,0,1,5,18,3,Transformation Digitale,Occasionnel,0
4,2,4,4,4,551,3,Non,11%,42,F,4523,Marié(e),Consulting,Manager,0,6,0,3,4,28,4,Entrepreunariat,Frequent,0
1,3,2,2,3,554,3,Oui,16%,24,F,3202,Célibataire,Commercial,Représentant Commercial,1,5,1,0,4,1,1,Entrepreunariat,Occasionnel,1
4,1,3,4,2,555,3,Non,16%,34,F,2351,Divorcé(e),Commercial,Représentant Commercial,0,2,1,1,3,6,2,Marketing,Frequent,1
4,3,4,3,3,556,4,Oui,23%,38,M,1702,Marié(e),Consulting,Consultant,1,1,0,1,3,2,2,Infra & Cloud,Frequent,0
3,3,3,4,3,558,3,Non,14%,40,F,18041,Marié(e),Commercial,Senior Manager,0,20,0,0,2,2,4,Infra & Cloud,Occasionnel,1
1,3,4,2,1,560,4,Non,22%,26,F,2886,Divorcé(e),Consulting,Assistant de Direction,1,3,0,2,3,23,3,Infra & Cloud,Occasionnel,0
3,3,4,3,1,562,3,Non,15%,30,M,2097,Marié(e),Consulting,Consultant,4,5,0,1,3,3,3,Infra & Cloud,Aucun,1
2,2,3,3,3,564,3,Non,18%,29,M,11935,Marié(e),Consulting,Directeur Technique,1,10,0,0,2,3,4,Transformation Digitale,Occasionnel,0
3,2,2,2,4,565,3,Non,16%,29,F,2546,Marié(e),Consulting,Assistant de Direction,5,2,1,0,2,25,5,Entrepreunariat,Occasionnel,1
1,2,4,3,4,566,3,Non,12%,19,M,2564,Célibataire,Ressources Humaines,Ressources Humaines,1,1,1,0,3,2,2,Entrepreunariat,Occasionnel,0
3,3,1,3,3,567,3,Non,11%,30,F,8412,Marié(e),Commercial,Cadre Commercial,0,9,0,0,3,22,4,Autre,Aucun,7
1,2,4,3,2,568,3,Non,12%,57,M,14118,Divorcé(e),Commercial,Senior Manager,3,1,0,1,3,29,3,Marketing,Occasionnel,0
2,2,3,2,3,569,3,Non,15%,50,M,17046,Marié(e),Consulting,Senior Manager,0,27,0,1,2,29,4,Infra & Cloud,Occasionnel,15
3,3,4,3,2,571,3,Non,14%,30,F,2564,Célibataire,Consulting,Consultant,0,11,0,0,2,2,3,Transformation Digitale,Aucun,6
3,2,1,4,4,573,3,Non,19%,60,F,10266,Marié(e),Commercial,Cadre Commercial,4,18,0,0,5,28,3,Marketing,Frequent,13
1,3,4,3,3,574,3,Non,13%,47,F,5070,Divorcé(e),Consulting,Tech Lead,5,5,0,3,2,2,2,Transformation Digitale,Occasionnel,0
1,3,3,3,1,575,3,Non,13%,46,M,17861,Marié(e),Consulting,Directeur Technique,6,3,0,0,2,2,3,Infra & Cloud,Occasionnel,0
4,1,3,3,3,577,3,Non,15%,35,M,4230,Célibataire,Consulting,Consultant,0,5,0,0,2,22,3,Infra & Cloud,Occasionnel,4
3,3,3,3,3,578,3,Non,11%,54,F,3780,Célibataire,Consulting,Consultant,7,1,0,0,3,8,4,Infra & Cloud,Occasionnel,0
4,2,3,3,3,579,3,Non,12%,34,M,2768,Divorcé(e),Consulting,Assistant de Direction,3,7,0,1,3,2,4,Infra & Cloud,Occasionnel,5
3,2,4,3,3,580,3,Oui,19%,46,F,9071,Marié(e),Commercial,Cadre Commercial,2,3,0,1,3,10,3,Marketing,Occasionnel,1
3,3,2,4,4,581,4,Non,25%,31,M,10648,Divorcé(e),Consulting,Tech Lead,1,13,0,1,6,9,1,Infra & Cloud,Occasionnel,0
2,3,3,4,4,582,3,Oui,12%,33,M,13610,Marié(e),Consulting,Senior Manager,7,7,1,0,2,15,1,Transformation Digitale,Occasionnel,7
1,1,4,1,3,584,3,Non,13%,33,M,3408,Divorcé(e),Consulting,Consultant,7,4,1,3,2,10,1,Transformation Digitale,Occasionnel,1
4,3,2,1,3,585,3,Non,14%,30,M,2983,Célibataire,Commercial,Représentant Commercial,0,3,0,0,3,7,1,Marketing,Occasionnel,1
4,3,3,3,3,586,3,Oui,12%,35,M,7632,Marié(e),Consulting,Manager,4,8,0,0,2,16,3,Infra & Cloud,Occasionnel,0
1,3,3,1,3,587,3,Non,12%,31,M,9824,Marié(e),Consulting,Manager,3,1,1,0,2,20,3,Infra & Cloud,Frequent,0
2,3,1,3,3,590,3,Oui,15%,34,F,9950,Divorcé(e),Ressources Humaines,Ressources Humaines,9,3,1,3,2,23,3,Ressources Humaines,Frequent,0
2,3,3,4,3,591,3,Non,17%,42,M,2093,Marié(e),Consulting,Consultant,4,2,0,1,4,5,2,Autre,Frequent,2
2,3,4,4,2,592,3,Non,14%,36,M,9980,Célibataire,Commercial,Cadre Commercial,1,10,0,0,3,10,4,Transformation Digitale,Aucun,9
3,2,3,3,3,593,3,Non,16%,22,M,3894,Célibataire,Consulting,Consultant,5,2,1,0,3,4,1,Entrepreunariat,Frequent,1
2,3,4,1,3,595,3,Non,14%,48,F,4051,Marié(e),Commercial,Cadre Commercial,2,9,0,1,2,2,5,Marketing,Occasionnel,6
1,3,2,4,3,597,4,Non,23%,55,F,16835,Célibataire,Commercial,Senior Manager,3,10,0,0,2,18,5,Infra & Cloud,Occasionnel,7
4,3,4,4,3,599,3,Non,14%,41,M,6230,Célibataire,Commercial,Cadre Commercial,7,14,0,0,3,10,2,Infra & Cloud,Aucun,1
2,3,3,3,3,600,3,Non,11%,35,M,4717,Marié(e),Commercial,Cadre Commercial,9,11,0,0,2,1,3,Marketing,Occasionnel,6
2,3,3,3,3,601,3,Non,15%,40,F,13237,Célibataire,Consulting,Tech Lead,7,20,0,0,3,6,3,Infra & Cloud,Occasionnel,5
3,3,3,1,3,602,3,Non,11%,39,F,3755,Marié(e),Consulting,Consultant,1,8,0,1,3,8,1,Infra & Cloud,Frequent,0
2,3,4,3,4,604,3,Oui,13%,31,M,6582,Célibataire,Commercial,Cadre Commercial,4,6,0,0,2,2,1,Infra & Cloud,Occasionnel,0
4,3,1,4,2,605,4,Oui,21%,42,M,7406,Marié(e),Consulting,Tech Lead,1,10,0,1,5,24,3,Transformation Digitale,Occasionnel,5
4,3,2,2,4,606,3,Non,19%,45,M,4805,Marié(e),Commercial,Cadre Commercial,0,8,0,1,3,2,3,Autre,Occasionnel,3
2,3,3,2,2,608,3,Oui,11%,26,F,2741,Divorcé(e),Ressources Humaines,Ressources Humaines,0,7,1,1,2,17,4,Infra & Cloud,Frequent,1
4,3,4,2,4,611,3,Non,12%,29,M,4262,Divorcé(e),Consulting,Tech Lead,4,3,0,2,2,19,3,Entrepreunariat,Occasionnel,1
1,4,3,3,3,612,3,Non,19%,33,F,16184,Divorcé(e),Consulting,Directeur Technique,4,6,0,1,2,1,5,Transformation Digitale,Occasionnel,0
3,2,4,3,2,613,4,Non,21%,31,M,11557,Divorcé(e),Commercial,Senior Manager,9,5,0,1,3,7,3,Infra & Cloud,Occasionnel,0
2,3,2,4,3,614,3,Oui,14%,18,M,1878,Célibataire,Commercial,Représentant Commercial,1,0,1,0,3,5,3,Marketing,Frequent,0
3,1,1,3,3,615,3,Non,15%,40,M,10932,Divorcé(e),Commercial,Cadre Commercial,3,1,0,1,2,28,3,Autre,Aucun,0
1,2,3,1,3,616,3,Oui,17%,41,F,6811,Célibataire,Consulting,Manager,2,8,0,0,3,2,4,Autre,Aucun,0
1,3,3,1,3,618,3,Non,12%,26,M,4306,Divorcé(e),Commercial,Cadre Commercial,5,0,0,2,5,29,2,Transformation Digitale,Occasionnel,0
1,3,3,4,3,620,3,Non,16%,35,F,4859,Célibataire,Commercial,Cadre Commercial,1,5,0,0,3,1,3,Transformation Digitale,Occasionnel,0
4,4,4,4,3,621,3,Non,12%,34,M,5337,Célibataire,Commercial,Cadre Commercial,1,10,0,0,3,21,4,Infra & Cloud,Occasionnel,5
3,1,4,2,1,622,3,Oui,18%,26,M,2340,Célibataire,Consulting,Consultant,1,1,1,0,3,24,3,Entrepreunariat,Occasionnel,0
2,3,4,4,4,623,3,Non,17%,37,F,7491,Célibataire,Consulting,Tech Lead,4,6,0,0,3,1,3,Entrepreunariat,Occasionnel,1
1,3,3,4,2,624,3,Non,11%,46,F,10527,Marié(e),Consulting,Manager,5,2,0,0,3,18,1,Transformation Digitale,Frequent,1
2,3,1,2,3,625,3,Non,16%,41,F,16595,Marié(e),Commercial,Senior Manager,7,18,0,1,2,2,5,Infra & Cloud,Occasionnel,11
1,3,2,4,3,626,3,Non,13%,37,M,8834,Divorcé(e),Commercial,Cadre Commercial,1,9,0,1,6,9,4,Transformation Digitale,Aucun,7
4,3,1,2,3,630,3,Oui,12%,52,M,5577,Divorcé(e),Consulting,Assistant de Direction,3,10,0,2,3,6,2,Entrepreunariat,Occasionnel,6
4,4,3,4,3,631,3,Non,12%,32,M,4707,Marié(e),Commercial,Cadre Commercial,8,4,1,0,2,11,4,Autre,Aucun,1
4,3,4,3,3,632,3,Non,13%,24,M,2400,Marié(e),Commercial,Représentant Commercial,0,2,0,2,3,24,3,Transformation Digitale,Frequent,2
3,3,3,3,3,634,3,Non,19%,38,F,9824,Marié(e),Consulting,Manager,3,1,0,1,4,10,3,Transformation Digitale,Occasionnel,0
2,3,2,2,2,635,3,Non,12%,37,F,6447,Marié(e),Consulting,Tech Lead,6,6,0,1,2,1,4,Infra & Cloud,Occasionnel,4
4,2,3,3,3,638,3,Oui,17%,49,M,19502,Divorcé(e),Consulting,Directeur Technique,1,31,0,1,5,18,4,Infra & Cloud,Occasionnel,0
2,4,4,2,3,639,3,Oui,11%,24,M,2725,Marié(e),Consulting,Assistant de Direction,1,6,0,2,3,23,3,Transformation Digitale,Occasionnel,1
1,3,2,4,4,641,4,Non,20%,26,M,6272,Marié(e),Commercial,Cadre Commercial,1,5,0,2,5,28,2,Marketing,Occasionnel,1
4,2,2,4,3,643,4,Non,21%,24,M,2127,Marié(e),Consulting,Consultant,1,1,0,1,2,17,2,Autre,Occasionnel,0
1,3,2,3,3,644,3,Non,11%,50,M,18200,Marié(e),Ressources Humaines,Senior Manager,1,32,0,1,2,3,3,Transformation Digitale,Frequent,10
2,3,3,3,3,645,3,Non,11%,25,M,2096,Marié(e),Commercial,Représentant Commercial,1,7,0,0,1,13,1,Transformation Digitale,Occasionnel,0
1,3,3,4,3,647,3,Oui,16%,24,F,2886,Marié(e),Consulting,Consultant,1,6,1,1,4,7,3,Infra & Cloud,Frequent,1
2,2,1,3,4,648,3,Non,18%,30,M,2033,Marié(e),Commercial,Représentant Commercial,1,1,1,1,2,12,4,Infra & Cloud,Frequent,0
2,2,4,4,3,649,3,Oui,13%,34,M,3622,Marié(e),Consulting,Assistant de Direction,1,6,0,1,3,1,2,Infra & Cloud,Occasionnel,1
2,3,1,3,1,650,3,Non,17%,31,M,4233,Divorcé(e),Commercial,Cadre Commercial,2,3,1,0,2,13,4,Transformation Digitale,Occasionnel,1
1,2,4,4,3,652,3,Non,14%,35,M,3681,Célibataire,Consulting,Consultant,4,3,0,0,3,25,2,Autre,Occasionnel,0
1,4,4,4,4,653,4,Non,22%,31,M,5460,Divorcé(e),Commercial,Cadre Commercial,4,7,0,2,4,6,4,Transformation Digitale,Occasionnel,5
1,2,3,3,2,655,3,Non,12%,27,F,2187,Divorcé(e),Consulting,Assistant de Direction,0,5,0,2,5,6,4,Transformation Digitale,Occasionnel,0
4,3,3,3,2,656,3,Oui,11%,37,M,9602,Marié(e),Commercial,Cadre Commercial,4,3,0,1,3,2,3,Marketing,Occasionnel,1
4,2,2,4,4,657,3,Non,13%,20,F,2836,Célibataire,Consulting,Assistant de Direction,1,1,0,0,0,1,3,Infra & Cloud,Occasionnel,0
3,3,4,2,3,659,3,Non,13%,42,F,4089,Marié(e),Consulting,Manager,1,10,0,2,4,2,4,Infra & Cloud,Occasionnel,2
2,2,4,3,2,661,3,Oui,14%,43,M,16627,Divorcé(e),Consulting,Directeur Technique,4,1,0,1,3,6,4,Autre,Occasionnel,0
3,3,1,4,2,662,3,Non,17%,38,F,2619,Célibataire,Consulting,Assistant de Direction,3,0,0,0,3,1,1,Infra & Cloud,Occasionnel,0
4,3,3,2,3,663,3,Oui,13%,43,M,5679,Divorcé(e),Consulting,Consultant,3,8,0,1,3,9,5,Transformation Digitale,Frequent,4
4,2,1,1,1,664,3,Non,11%,48,F,15402,Marié(e),Consulting,Senior Manager,7,3,0,1,3,1,4,Infra & Cloud,Occasionnel,0
1,2,3,2,4,665,3,Non,11%,44,F,5985,Célibataire,Ressources Humaines,Ressources Humaines,4,2,0,0,1,1,4,Infra & Cloud,Occasionnel,0
3,3,3,4,3,666,3,Oui,18%,34,F,2579,Divorcé(e),Commercial,Représentant Commercial,1,8,0,2,3,14,3,Entrepreunariat,Occasionnel,0
3,3,1,2,3,667,3,Non,11%,27,M,3041,Divorcé(e),Commercial,Représentant Commercial,0,4,1,1,3,2,1,Marketing,Occasionnel,0
3,3,3,3,3,669,3,Non,11%,21,M,3447,Célibataire,Commercial,Représentant Commercial,1,3,0,0,2,22,1,Entrepreunariat,Occasionnel,1
4,3,4,1,4,671,3,Oui,12%,44,M,19513,Marié(e),Consulting,Senior Manager,4,2,0,1,2,3,4,Autre,Occasionnel,0
1,3,3,4,3,675,4,Non,20%,22,M,2773,Marié(e),Consulting,Assistant de Direction,0,2,0,0,3,6,1,Transformation Digitale,Occasionnel,2
3,3,3,4,3,677,3,Non,12%,33,M,7104,Divorcé(e),Commercial,Cadre Commercial,0,5,0,0,3,8,4,Marketing,Occasionnel,1
1,3,4,4,2,679,3,Oui,12%,32,F,6322,Marié(e),Consulting,Assistant de Direction,1,6,0,1,2,9,4,Infra & Cloud,Occasionnel,0
3,3,3,3,3,680,4,Non,20%,30,F,2083,Divorcé(e),Consulting,Assistant de Direction,1,1,0,1,2,3,3,Transformation Digitale,Frequent,0
4,3,1,4,4,682,4,Non,20%,53,F,8381,Célibataire,Commercial,Cadre Commercial,7,14,0,0,2,1,1,Transformation Digitale,Occasionnel,8
2,3,4,4,2,683,3,Non,12%,34,M,2691,Marié(e),Consulting,Assistant de Direction,1,10,0,1,4,1,5,Infra & Cloud,Occasionnel,8
1,3,1,4,3,684,3,Non,14%,45,F,4286,Marié(e),Commercial,Cadre Commercial,2,1,1,2,4,26,4,Infra & Cloud,Frequent,0
3,3,4,3,3,686,3,Oui,13%,26,F,2659,Marié(e),Consulting,Consultant,1,3,0,1,2,6,3,Infra & Cloud,Occasionnel,0
3,3,3,3,3,689,3,Non,15%,37,M,9434,Marié(e),Consulting,Tech Lead,1,10,0,1,2,3,3,Autre,Occasionnel,7
2,3,3,1,2,690,3,Non,14%,29,F,5561,Marié(e),Commercial,Cadre Commercial,1,6,0,1,5,3,2,Transformation Digitale,Occasionnel,1
2,1,4,2,3,691,3,Non,13%,35,M,6646,Célibataire,Consulting,Assistant de Direction,1,17,0,0,3,6,4,Infra & Cloud,Occasionnel,11
3,3,4,3,1,692,4,Non,23%,33,M,7725,Divorcé(e),Consulting,Manager,3,13,0,1,2,6,3,Infra & Cloud,Frequent,4
3,3,2,3,4,698,3,Non,15%,54,M,10725,Marié(e),Ressources Humaines,Ressources Humaines,2,9,0,1,1,19,4,Transformation Digitale,Occasionnel,7
2,2,2,3,3,699,3,Oui,11%,36,M,8847,Divorcé(e),Consulting,Tech Lead,2,3,0,1,2,9,2,Transformation Digitale,Occasionnel,0
1,2,4,4,3,700,3,Non,13%,27,M,2045,Célibataire,Consulting,Assistant de Direction,0,4,0,0,0,3,4,Transformation Digitale,Occasionnel,1
4,3,3,4,3,701,3,Oui,11%,20,M,1009,Célibataire,Consulting,Assistant de Direction,1,1,1,0,5,10,1,Transformation Digitale,Occasionnel,1
1,3,1,1,3,702,3,Oui,11%,33,M,3348,Célibataire,Consulting,Assistant de Direction,1,10,1,0,3,3,3,Infra & Cloud,Frequent,9
3,2,3,3,3,704,3,Non,18%,35,M,1281,Marié(e),Consulting,Consultant,1,1,0,2,3,3,3,Infra & Cloud,Aucun,0
1,4,1,1,4,705,3,Non,16%,23,M,2819,Marié(e),Consulting,Assistant de Direction,2,3,0,1,3,4,3,Transformation Digitale,Occasionnel,0
4,4,2,3,3,707,4,Non,22%,25,M,4851,Marié(e),Commercial,Cadre Commercial,0,3,0,1,4,8,3,Infra & Cloud,Occasionnel,1
4,2,4,1,3,709,4,Non,20%,38,F,4028,Célibataire,Commercial,Cadre Commercial,0,7,0,0,2,7,4,Marketing,Occasionnel,0
2,1,4,4,3,710,3,Non,18%,29,M,2720,Divorcé(e),Consulting,Assistant de Direction,1,10,0,1,5,1,4,Infra & Cloud,Frequent,2
2,4,2,4,3,712,3,Non,12%,48,M,8120,Marié(e),Commercial,Cadre Commercial,3,2,0,0,3,2,1,Marketing,Occasionnel,2
4,4,4,2,3,714,4,Oui,20%,27,F,4647,Divorcé(e),Commercial,Cadre Commercial,1,6,0,2,3,3,1,Transformation Digitale,Frequent,0
4,4,4,1,3,715,3,Non,17%,37,M,4680,Célibataire,Consulting,Assistant de Direction,3,1,0,0,2,10,2,Infra & Cloud,Occasionnel,0
4,4,3,3,3,716,3,Oui,11%,50,M,3221,Marié(e),Consulting,Consultant,1,20,0,3,3,28,1,Transformation Digitale,Occasionnel,3
4,2,2,2,4,717,3,Non,14%,34,F,8621,Célibataire,Consulting,Manager,1,8,0,0,3,9,3,Transformation Digitale,Occasionnel,7
1,3,3,1,3,720,3,Non,14%,24,F,4577,Célibataire,Commercial,Cadre Commercial,9,2,1,0,3,3,2,Infra & Cloud,Occasionnel,2
4,2,3,1,3,721,3,Non,11%,39,F,4553,Célibataire,Consulting,Manager,1,20,0,0,4,2,4,Entrepreunariat,Occasionnel,11
4,3,4,4,2,722,3,Non,12%,32,M,5396,Célibataire,Commercial,Cadre Commercial,1,10,0,0,2,10,3,Marketing,Occasionnel,0
2,3,3,1,3,723,3,Oui,14%,50,M,6796,Marié(e),Commercial,Cadre Commercial,3,4,1,1,4,8,2,Entrepreunariat,Frequent,1
2,4,4,3,2,724,3,Non,13%,38,F,7625,Célibataire,Consulting,Manager,0,9,0,0,4,1,4,Infra & Cloud,Occasionnel,1
3,3,1,4,3,725,3,Non,11%,27,F,7412,Marié(e),Consulting,Tech Lead,1,9,0,0,3,1,2,Infra & Cloud,Occasionnel,0
